validation_row,source_example_id,source_split,task_type,operation_group,scenario,tool_call_count,deck_id,source_pack_id,deck_identity,original_user_request,confirmation_gated,deck_recovered,deck_slide_count,expected_slide_no,expected_arguments,rewrite_type,rewritten_user_request,hardness_score,hardness_tags,difficulty,eligible,selected,selected_task_id,exclusion_reason,selection_status
137,editing::batch_17::edit_deck_9a97e919ff3b__delete_redundant_slide_001,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Slide 6 feels redundant. Can you remove it to make the deck a bit shorter?,true,true,9,6,{},target_number_to_unique_title,"Delete only the slide titled “Income, Consumption, and Wellbeing Consequences” because it is redundant. Do not delete, move, or edit any other slide.",3,semantic_title_target|long_deck|trivial_operation_penalty,easy,true,true,hard_single_027,,selected
138,editing::batch_17::edit_deck_9a97e919ff3b__delete_redundant_slide_002,validation,deck_editing,delete_slide,delete_redundant_slide,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Slide 8 feels redundant. Can you remove it to make the deck a bit shorter?,true,true,9,8,{},target_number_to_unique_title,"Delete only the slide titled “Limitations of Current Evidence and Knowledge Gaps” because it is redundant. Do not delete, move, or edit any other slide.",3,semantic_title_target|long_deck|trivial_operation_penalty,easy,true,false,,,eligible_not_selected
139,editing::batch_17::edit_deck_9a97e919ff3b__expand_slide_001,validation,deck_editing,edit_content,expand_slide,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Slide 4 (“Empirical Findings from Carbon Pricing Pilots”) is a bit thin. Can you develop it a little more using the same source? Thanks!,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
140,editing::batch_17::edit_deck_9a97e919ff3b__improve_slide_001,validation,deck_editing,edit_slide,improve_slide,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Slide 6 feels weak. Can you make it better? Thanks!,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
141,editing::batch_17::edit_deck_9a97e919ff3b__insert_transition_slide_001,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Could you add a short transition slide after slide 3 to introduce the next part?,true,true,9,3,"{""after_slide_no"": 3, ""instruction"": ""Connect the surrounding sections briefly."", ""title"": ""Next: Empirical Findings from Carbon Pricing Pilots""}",destination_number_to_unique_title+preservation_constraints_added+limited_title_agenda_distractor,Insert exactly one short transition slide titled “Next: Empirical Findings from Carbon Pricing Pilots” directly after the slide titled “Economic Stakes of Carbon Pricing Policies in OECD Countries”. Use it only to connect that section to the following section. Preserve all citation and source references exactly as they are. Do not modify any existing slide. Use the opening slide—not the agenda or title slide.,9,semantic_title_destination|relative_position|citation_preservation|long_deck|similar_title_distractor,hard,true,true,hard_single_026,,selected
142,editing::batch_17::edit_deck_9a97e919ff3b__insert_transition_slide_002,validation,deck_editing,insert_slide_after,insert_transition_slide,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Could you add a short transition slide after slide 4 to introduce the next part? Thanks!,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
143,editing::batch_17::edit_deck_9a97e919ff3b__move_for_flow_001,validation,deck_editing,move_slide,move_for_flow,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Could you move slide 9 to right after slide 3 to improve the flow? Thanks!,true,true,9,9,"{""after_slide_no"": 3}",target_number_to_unique_title+preservation_constraints_added+destination_number_to_unique_title+limited_title_agenda_distractor,"Move the slide titled “Policy Recommendations and Future Research Directions” so it appears directly after the slide titled “Economic Stakes of Carbon Pricing Policies in OECD Countries”. Keep the moved slide's title, content, and layout unchanged. Preserve all citation and source references exactly as they are. Do not edit or move any other slide. Use the synthesis slide—not the agenda or title slide.",12,semantic_title_target|semantic_title_destination|relative_position|citation_preservation|long_deck|similar_title_distractor,hard,true,false,,,eligible_not_selected
144,editing::batch_17::edit_deck_9a97e919ff3b__move_for_flow_002,validation,deck_editing,move_slide,move_for_flow,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Hi — could you move slide 7 to right after slide 3 to improve the flow?,true,true,9,7,"{""after_slide_no"": 3}",target_number_to_unique_title+preservation_constraints_added+destination_number_to_unique_title+limited_title_agenda_distractor,"Move the slide titled “Fiscal Costs and Distributional Impacts of Carbon Pricing” so it appears directly after the slide titled “Economic Stakes of Carbon Pricing Policies in OECD Countries”. Keep the moved slide's title, content, and layout unchanged. Preserve all citation and source references exactly as they are. Do not edit or move any other slide. Use the case study slide—not the agenda or title slide.",12,semantic_title_target|semantic_title_destination|relative_position|citation_preservation|long_deck|similar_title_distractor,hard,true,true,hard_single_004,,selected
145,editing::batch_17::edit_deck_9a97e919ff3b__move_slide_001,validation,deck_editing,move_slide,move_slide,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Slide 8 is closely related to slide 6. Could you move it right after slide 6?,true,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
146,editing::batch_17::edit_deck_9a97e919ff3b__relayout_slide_001,validation,deck_editing,set_layout,relayout_slide,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Hi — could you switch slide 3 to a TwoColumn layout? Keep the text the same.,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
147,editing::batch_17::edit_deck_9a97e919ff3b__relayout_slide_002,validation,deck_editing,set_layout,relayout_slide,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Hi — could you switch slide 4 to a TwoColumn layout? Keep the text the same.,false,true,9,4,"{""layout"": ""TwoColumn""}",target_number_to_unique_title+preservation_constraints_added,Change only the slide titled “Empirical Findings from Carbon Pricing Pilots” to the TwoColumn layout. Preserve every title and bullet exactly. Preserve all citation and source references exactly as they are. Do not modify any other slide.,5,semantic_title_target|citation_preservation|long_deck|trivial_operation_penalty,medium,true,true,hard_single_038,,selected
148,editing::batch_17::edit_deck_9a97e919ff3b__retitle_slide_001,validation,deck_editing,edit_slide,retitle_slide,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Could you give slide 3 a sharper title? Keep the content as is.,false,true,9,3,"{""new_title"": ""Cited evidence supports bounded interpretation section""}",target_number_to_unique_title+preservation_constraints_added+limited_title_agenda_distractor,"On the slide titled “Economic Stakes of Carbon Pricing Policies in OECD Countries”, replace only the title with “Cited evidence supports bounded interpretation section”. Keep all bullet content and the layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide. Use the opening slide—not the agenda or title slide.",7,semantic_title_target|citation_preservation|long_deck|similar_title_distractor,medium,true,true,hard_single_009,,selected
149,editing::batch_17::edit_deck_9a97e919ff3b__retitle_slide_002,validation,deck_editing,edit_slide,retitle_slide,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Could you give slide 4 a sharper title? Keep the content as is. Thanks!,false,true,9,4,"{""new_title"": ""Summarize interpret outcomes observed real-world pilot""}",target_number_to_unique_title+preservation_constraints_added,"On the slide titled “Empirical Findings from Carbon Pricing Pilots”, replace only the title with “Summarize interpret outcomes observed real-world pilot”. Keep all bullet content and the layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide.",6,semantic_title_target|citation_preservation|long_deck,medium,true,false,,,eligible_not_selected
150,editing::batch_17::edit_deck_9a97e919ff3b__rewrite_slide_preserve_citation_001,validation,deck_editing,edit_content,rewrite_slide_preserve_citation,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,"Please rephrase slide 3 more clearly, but keep the citation “Sources: OECD articles on carbon pricing, effective carbon rates, and emission effects”.",false,true,9,3,"{""instruction"": ""Rewrite only the bullet text so the main claim and supporting evidence are easier to distinguish."", ""target"": ""bullets""}",target_number_to_unique_title+preservation_constraints_added+content_edit_wording_strengthened+limited_title_agenda_distractor,"On the slide titled “Economic Stakes of Carbon Pricing Policies in OECD Countries”, rewrite only the bullet text so the main claim and supporting evidence are easier to distinguish. Keep the title and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide. Use the opening slide—not the agenda or title slide.",9,semantic_title_target|citation_preservation|content_transformation|long_deck|similar_title_distractor,hard,true,true,hard_single_008,,selected
151,editing::batch_17::edit_deck_9a97e919ff3b__set_decorative_image_001,validation,deck_editing,set_image,set_decorative_image,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Slide 3 looks plain. Could you add a simple decorative image to it? Thanks!,false,true,9,3,"{""image_prompt"": ""Decorative illustrative graphic evoking the theme of “Economic Stakes of Carbon Pricing Policies in OECD Countries”.""}",target_number_to_unique_title+preservation_constraints_added+limited_title_agenda_distractor,"Add exactly one decorative image to the slide titled “Economic Stakes of Carbon Pricing Policies in OECD Countries” with this visual intent: “Decorative illustrative graphic evoking the theme of “Economic Stakes of Carbon Pricing Policies in OECD Countries”.” Keep the title, bullet text, and layout unchanged. Preserve all citation and source references exactly as they are. Do not modify any other slide. Use the opening slide—not the agenda or title slide.",7,semantic_title_target|citation_preservation|long_deck|similar_title_distractor,medium,true,true,hard_single_028,,selected
152,editing::batch_17::edit_deck_9a97e919ff3b__set_decorative_image_002,validation,deck_editing,set_image,set_decorative_image,1,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,Hi — slide 7 looks plain. Could you add a simple decorative image to it?,false,false,0,,,,,,,,false,false,,final_50_source_example_overlap,excluded:final_50_source_example_overlap
153,one_shot::batch_03::dlg_v5_2f70d346,validation,one_shot_generation,create_deck,source_grounded_generation,22,deck_78d5ab53fdf0,sp_v5_impacts_of_urban_green_infrastructure_on_air_quality_in_major_cities,batch_03:deck_78d5ab53fdf0,"Create a 5-minute, 8-slide source-grounded presentation on ""Impacts of Urban Green Infrastructure on Air Quality in Major Cities"" for university students, using only the provided source pack.",false,false,0,,,,,,,,false,false,,not_deck_editing,excluded:not_deck_editing
154,one_shot::batch_06::dlg_v5_e6d70307,validation,one_shot_generation,create_deck,source_grounded_generation,21,deck_63016e3995aa,sp_v5_economic_impacts_of_universal_basic_income_pilots_in_oecd_countries,batch_06:deck_63016e3995aa,"Create a 7-minute, 7-slide source-grounded presentation on ""Economic Impacts of Universal Basic Income Pilots in OECD Countries"" for university students, using only the provided source pack.",false,false,0,,,,,,,,false,false,,not_deck_editing,excluded:not_deck_editing
155,one_shot::batch_09::dlg_v5_7ee78366,validation,one_shot_generation,create_deck,source_grounded_generation,24,deck_a8538b7f29b5,sp_v5_evaluating_the_impact_of_early_childhood_education_on_long_term_cognitive_develo,batch_09:deck_a8538b7f29b5,"Create a 7-minute, 9-slide source-grounded presentation on ""Evaluating the Impact of Early Childhood Education on Long-Term Cognitive Development"" for university students, using only the provided source pack.",false,false,0,,,,,,,,false,false,,not_deck_editing,excluded:not_deck_editing
156,one_shot::batch_12::dlg_v5_a047b5c6,validation,one_shot_generation,create_deck,source_grounded_generation,22,deck_c88a66fba87d,sp_v5_policy_frameworks_for_artificial_intelligence_governance_in_the_european_union,batch_12:deck_c88a66fba87d,"Create a 9-minute, 8-slide source-grounded presentation on ""Policy Frameworks for Artificial Intelligence Governance in the European Union"" for university students, using only the provided source pack.",false,false,0,,,,,,,,false,false,,not_deck_editing,excluded:not_deck_editing
157,one_shot::batch_14::dlg_v5_3633c547,validation,one_shot_generation,create_deck,source_grounded_generation,21,deck_99e7bdad085a,sp_v5_socioeconomic_determinants_of_housing_affordability_in_urban_metropolitan_areas,batch_14:deck_99e7bdad085a,"Create a 8-minute, 7-slide source-grounded presentation on ""Socioeconomic Determinants of Housing Affordability in Urban Metropolitan Areas"" for university students, using only the provided source pack.",false,false,0,,,,,,,,false,false,,not_deck_editing,excluded:not_deck_editing
158,one_shot::batch_16::dlg_v5_cb7278b5,validation,one_shot_generation,create_deck,source_grounded_generation,22,deck_625e1395dd0a,sp_v5_assessing_the_role_of_ai_governance_frameworks_in_mitigating_algorithmic_bias,batch_16:deck_625e1395dd0a,"Create a 8-minute, 8-slide source-grounded presentation on ""Assessing the Role of AI Governance Frameworks in Mitigating Algorithmic Bias"" for university students, using only the provided source pack.",false,false,0,,,,,,,,false,false,,not_deck_editing,excluded:not_deck_editing
159,one_shot::batch_17::dlg_v5_3c2fbaba,validation,one_shot_generation,create_deck,source_grounded_generation,21,deck_9a97e919ff3b,sp_v5_economic_effects_of_carbon_pricing_policies_in_oecd_countries,batch_17:deck_9a97e919ff3b,"Create a 8-minute, 7-slide source-grounded presentation on ""Economic Effects of Carbon Pricing Policies in OECD Countries"" for university students, using only the provided source pack.",false,false,0,,,,,,,,false,false,,not_deck_editing,excluded:not_deck_editing
160,one_shot::batch_17::dlg_v5_602d41fc,validation,one_shot_generation,create_deck,source_grounded_generation,22,deck_2c4959e9dac4,sp_v5_advancements_in_grid_scale_battery_storage_technologies_for_renewable_energy_int,batch_17:deck_2c4959e9dac4,"Create a 6-minute, 8-slide source-grounded presentation on ""Advancements in Grid-Scale Battery Storage Technologies for Renewable Energy Integration"" for university students, using only the provided source pack.",false,false,0,,,,,,,,false,false,,not_deck_editing,excluded:not_deck_editing
161,one_shot::batch_17::dlg_v5_88ed6598,validation,one_shot_generation,create_deck,source_grounded_generation,24,deck_1cbcaded580c,sp_v5_evaluating_the_effectiveness_of_remote_learning_strategies_in_public_k_12_educat,batch_17:deck_1cbcaded580c,"Create a 7-minute, 9-slide source-grounded presentation on ""Evaluating the Effectiveness of Remote Learning Strategies in Public K-12 Education"" for university students, using only the provided source pack.",false,false,0,,,,,,,,false,false,,not_deck_editing,excluded:not_deck_editing
